"Carrefour","Réponses","Seul","2 personnes","3-5 personnes","6 personnes et plus","Vert","Clignotant","Rouge","Oui","Non","Trottoir","Chaussée","Terre-plein/refuge/2 temps","Piste cyclable","Ne s'applique pas","Homme","Femme","15-19 ans","20-34 ans","35-64 ans","65 ans et plus","Schéma","Oui","Non","Ligne droite","Diagonale","Autres (préciser)","Trottoir","Terre-plein","Autres",0,"1-5 personnes","Plus de 5 personnes","Plus de 20 personnes","Mouvement tête avant","Mouvement tête pendant","Course (accélaration)","Hésitation","Aucune attention","Dispositif visuel (journal…)","Dispositif auditif (tél, casque…)",,
"IT",1631,1,,,,,,1,1,,,1,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1632,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,,,3,,1,,1,,,,,,
"IT",1633,,1,,,1,,,1,,,1,,,,,1,1,,,,"IT5",1,,1,,,1,,,,,1,,1,,,,1,,,,
"IT",1634,,1,,,,,1,,1,,1,,,,,1,,1,,,"IT1",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1635,1,,,,1,,,1,,1,,,,,1,,1,,,,"IT1",1,,1,,,1,,,1,,,,1,,1,,,1,,,
"IT",1636,1,,,,,,1,,1,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1637,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1638,,1,,,,,1,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1639,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,,1,,,,1,,,1,,,,
"IT",1640,1,,,,,,1,,1,,1,,,,1,,,,,1,"IT1",1,,1,,,1,,,1,,,,,,,1,,,,,
"IT",1641,,1,,,1,,,1,,,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1642,1,,,,1,,,1,,,1,,,,,1,,,,1,"IT5",1,,1,,,1,,,1,,,,,1,,,1,,,,
"IT",1643,,1,,,,,1,,1,,1,,,,1,,,,1,,"IT1",1,,1,,,1,,,,,2,,1,,,,,1,,,
"IT",1644,1,,,,,,1,,1,,1,,,,1,,,,1,,"IT5",1,,1,,,1,,,,2,,,,1,1,,,,,,
"IT",1645,,1,,,,,1,,1,,1,,,,1,,1,,,,"IT1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1646,,1,,,,,1,1,,,1,,,,,1,1,,,,"IT5",1,,1,,,1,,,,1,,,1,,,1,,,,,
"IT",1647,1,,,,,,1,1,,,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1648,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,,2,,1,,1,,,,,,
"IT",1649,1,,,,,,1,,1,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1650,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1651,1,,,,1,,,1,,,1,,,,,1,,1,,,"IT1",1,,1,,,1,,,,,2,,1,,1,,,,,,
"IT",1652,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1653,,,1,,,,1,1,,1,,,,,1,,1,,,,"IT1",1,,1,,,1,,,,1,,,1,,,,,1,,,
"IT",1654,,1,,,1,,,1,,,1,,,,1,,1,,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1655,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1656,,1,,,,,1,1,,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,,3,,,1,,1,,,,,,
"IT",1657,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1658,1,,,,,,1,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1659,,,1,,,,1,,1,,1,,,,1,,1,,,,"IT5",1,,1,,,1,,,1,,,,1,,,,1,1,,,
"IT",1660,1,,,,,,1,1,,,1,,,,1,,,,,1,"IT5",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1661,,1,,,,,1,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1662,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,,2,,,1,,,,,,1,,
"IT",1663,,1,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,1,,,
"IT",1664,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1665,1,,,,,,1,1,,1,,,,,1,,,,,1,"IT5",1,,1,,,1,,,,,,,1,1,,,,,,,
"IT",1666,1,,,,1,,,1,,,1,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1667,1,,,,1,,,1,,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1668,,1,,,1,,,1,,1,,,,,1,,1,,,,"IT5",1,,1,,,1,,,,2,,,,1,1,,,,,,
"IT",1669,,,1,,1,,,1,,1,,,,,1,,1,,,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1670,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,,2,,,1,,1,,,,,,
"IT",1671,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,,2,,,1,,,1,,,1,,
"IT",1672,,1,,,,,1,,1,,1,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,,1,1,,,,,,
"IT",1673,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1674,1,,,,1,,,1,,1,,,,,1,,,,,1,"IT1",1,,1,,,1,,,1,,,,,1,1,,,1,,,
"IT",1675,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1676,1,,,,,,1,1,,,1,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1677,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1678,1,,,,,,1,,1,,1,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1679,,1,,,,,1,,1,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,,,1,,,,,,
"IT",1680,1,,,,1,,,1,,,1,,,,1,,,1,,,"IT1",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1681,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1682,,1,,,,,1,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1683,,1,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,2,,,,1,,,,,,,
"IT",1684,1,,,,1,,,1,,,1,,,,,1,,1,,,"IT1",1,,1,,,1,,,,3,,,1,,1,,,,,,
"IT",1685,1,,,,,,1,,1,,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1686,1,,,,,,1,1,,1,,,,,1,,,,,1,"IT5",1,,1,,,,,1,,,1,,,,,,1,,,,
"IT",1687,1,,,,,,1,1,,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1688,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1689,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1690,,1,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1691,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,2,,,,1,,,1,,,,
"IT",1692,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,,1,,1,,,,,,,,
"IT",1693,,1,,,,,1,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"IT",1694,,1,,,,,1,,1,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1695,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1696,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,3,,,1,,,,,,,,
"IT",1697,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,,1,,,,,,,1,,,,
"IT",1698,,1,,,1,,,1,,1,,,,,1,,,,,1,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1699,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1700,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,,,1,1,,,,,
"IT",1701,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1702,,,1,,,,1,1,,1,,,,,,1,1,,,,"IT1",1,,1,,,1,,,,1,,,,,,,1,,,,
"IT",1703,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1704,,,1,,1,,,1,,1,,,,,1,,1,,,,"IT5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1705,,,1,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,,1,,1,,,1,,,,1,,1,,1,,,,
"IT",1706,1,,,,1,,,1,,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,,3,,,1,,,,,,,,
"IT",1707,1,,,,1,,,,1,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1708,,,1,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1709,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,,,5,,1,,1,,,,,,
"IT",1710,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,,1,,1,,,1,,,,,1,,,1,,,,
"IT",1711,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,,,2,,1,,,,,,,,
"IT",1712,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,,3,,1,,1,,,,,,
"IT",1713,,1,,,1,,,1,,1,,,,,,1,,1,1,,"IT1",1,,1,,,1,,,1,,,,1,,1,,,,,,
"IT",1714,,1,,,1,,,1,,1,,,,,1,,,,1,,"IT1",,1,1,,,1,,,1,,,,1,,,,,,,,
"IT",1715,1,,,,,,1,,1,1,,,,,1,,1,,,,"IT5",1,,,1,,1,,,,1,,,1,,,,1,,,,
"IT",1716,1,,,,,,1,,1,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,2,,,,1,,1,,,,,
"IT",1717,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,3,,,1,,,,,,,,
"IT",1718,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,,2,,,1,,1,,,,,,
"IT",1719,,1,,,,,1,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,2,,,,1,,,,,,,
"IT",1720,1,,,,,,1,1,,,1,,,,1,,,,,1,"IT5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1721,,,,1,1,,,1,,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1722,,1,,,1,,,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1723,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT1",1,,,1,,1,,,1,,,,,1,,,1,,,,
"IT",1724,1,,,,,,1,1,,1,,,,,,1,1,,,,"IT1",1,,,1,,1,,,1,,,,1,,,1,,,,,
"IT",1725,,1,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1726,,1,,,1,,,1,,1,,,,,,1,1,,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1727,,1,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1728,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,,,,,1,,,,
"IT",1729,,1,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,,1,,,
"IT",1730,,1,,,1,,,1,,,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"IT",1731,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,,1,,,,1,,1,,,,,
"IT",1732,1,,,,1,,,1,,,1,,,,,1,1,,,,"IT5",1,,1,,,1,,,,1,,,,1,1,,,,,,
"IT",1733,1,,,,,,1,,1,,1,,,,1,,,1,,,"IT1",1,,1,,,1,,,,1,,,,,1,1,,,,,
"IT",1734,,1,,,1,,,1,,1,,,,,1,,,,,1,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1735,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,,,1,,1,,1,,,,,,
"IT",1736,,1,,,1,,,1,,1,,,,,,1,,,,1,"IT1",1,,1,,,1,,,1,,,,1,,1,1,,,,,
"IT",1737,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,,,2,,1,,1,,,,1,,
"IT",1738,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1739,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1740,1,,,,,,1,,1,,1,,,,1,,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,,,1,,
"IT",1741,,1,,,1,,,1,1,,1,,,,1,,,1,,,"IT1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1742,1,,,,,,1,1,,1,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1743,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1744,,1,,,,,1,1,,1,,,,,1,,,,,,"IT5",1,,1,,,1,,,,,3,,,,,,,,1,,
"IT",1745,1,,,,,,1,,1,,1,,,,1,,,1,,,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1746,1,,,,,,1,,1,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,1,1,,,,,
"IT",1747,,1,,,,,1,,1,1,,,,,,1,,,,1,"IT5",1,,,1,,1,,,1,,,,,1,,,,,,,
"IT",1748,,1,,,1,,,1,,1,,,,,1,,,,,1,"IT1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1749,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1750,1,,,,,,1,,1,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,,1,,,1,,,1,,,,,
"IT",1751,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1752,1,,,,,,1,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,,,,,1,,,,
"IT",1753,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,,,,,1,,1,,
"IT",1754,1,,,,,,1,,1,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"IT",1755,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,,,1,,1,,,,,,,,"bagage"
"IT",1756,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,,1,,1,,,1,,,,1,,,,,,,,
"IT",1757,1,,,,1,,,1,,1,,,,,1,,,,,1,"IT5",1,,,1,,1,,,1,,,,,1,,,,,,,
"IT",1758,1,,,,,,1,1,,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,1,,1,,,,,,
"IT",1759,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,,1,,,,1,1,,,,1,,,,,,,,
"IT",1760,1,,,,,,1,,1,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,1,1,,,,,
"IT",1761,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT5",1,,,,"1 arret a milieu pour esquiver",1,,,1,,,,1,1,,,,,,,
"IT",1762,,1,,,1,,,1,,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,,1,,,,,,,,,,,
"IT",1763,1,,,,,1,1,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,3,,,,,,,,,,,
"IT",1764,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,1,,,,,,,1,,,,
"IT",1765,1,,,,,,1,,1,1,1,,,,,1,,,1,,"IT1",1,,,1,,1,,,,1,,,1,,,,,,,,
"IT",1766,1,,,,1,,,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1767,1,,,,,,1,,1,1,1,,,,,1,,1,,,"IT1",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1768,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1769,,1,,,,,1,1,,1,,,,,,1,1,,,,"IT1",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1770,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1771,,1,,,,,1,,1,,1,,,,,1,,,,1,"IT1",1,,1,,,1,,,,2,,,1,,,,,,,,
"IT",1772,1,,,,1,,,1,,1,,,,,1,,,,,1,"IT5",1,,,1,,1,,,1,,,,,1,,,,,,,
"IT",1773,1,,,,,1,,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1774,1,,,,,,1,1,,1,,,,,,1,1,,,,"IT1",1,,1,,,1,,,,,1,,1,,,1,,,1,,
"IT",1775,1,,,,,,1,,1,,1,,,,1,,,1,,,"IT5",1,,1,,,1,,,1,,,,,,,,,,,,
"IT",1776,1,,,,,,1,1,,,1,,,,,1,,,,1,"IT5",1,,1,,,1,,,1,,,,1,,,1,,,,,
"IT",1777,1,,,,,,1,,1,,1,,,,1,,,1,,,"IT1",1,,,1,,1,,,,1,,,1,,1,,,,,,
"IT",1778,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1779,1,,,,,,1,,1,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1780,1,,,,,,1,1,,1,,,,,1,,,1,,,"IT1",1,,1,,,1,,,,1,,,,1,,,,,,,
"IT",1781,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1782,,1,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"IT",1783,1,,,,1,,,1,,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1784,1,,,,,,1,,1,1,,,,,1,,,,1,,"IT1",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1785,1,,,,,,1,,1,,1,,,,1,,,,1,,"IT1",,1,,1,,1,,,1,,,,1,,,,,,,,
"IT",1786,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT1",,1,,1,,1,,,,1,,,1,,,,,,,,
"IT",1787,1,,,,,,1,,1,1,,,,,,1,,1,,,"IT5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1788,1,,,,,,1,,1,,1,,,,,1,,,1,,"IT5",1,,,1,,1,,,,1,,,1,,,1,,,,,
"IT",1789,1,,,,,,1,1,,1,,,,,,1,,,,1,"IT5",1,,1,,,1,,,,2,,,1,1,,,,,,,
"IT",1790,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,,1,,1,,,1,,,,1,,,,,,,,
"IT",1791,1,,,,,,1,,1,,1,,,,,1,,1,,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1792,1,,,,1,,,1,,1,,,,,1,,1,,,,"IT1",1,,1,,,1,,,1,,,,,,,,1,1,1,,
"IT",1793,1,,,,,,1,,1,,1,,,,1,,1,,,,"IT1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"IT",1794,1,,,,,,1,1,,1,,,,,,1,,1,,,"IT1",1,,1,,,1,,,,2,,,1,,,,,1,1,,
"IT",1795,1,,,,1,,,1,,1,,,,,1,,,,,1,"IT5",1,,1,,,1,,,,3,,,1,,,,,,,,
"IT",1796,1,,,,,,1,1,,,1,,,,,1,,,1,,"IT5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1797,1,,,,,,1,1,,1,,,,,,1,1,,,,"IT5",1,,1,,,1,,,,2,,,1,,,,,1,1,,
"IT",1798,1,,,,,,1,,1,1,,,,,1,,,1,,,"IT5",1,,1,,,1,,,,2,,,,1,,,,1,,,
"IT",1799,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,,3,,,1,1,,,,,,,
"IT",1800,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,1,,,,,,,,
"IT",1801,,1,,,,,1,1,,,1,,,,1,,,,,1,"IT5",1,,1,,,1,,,,2,,,1,,,,,,,,
"IT",1802,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT1",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1803,1,,,,,,1,1,,,1,,,,,1,,,1,,"IT1",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1804,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT1",1,,,1,,1,,,,1,,,1,,,,,,,,
"IT",1805,1,,,,,,1,,1,,1,,,,1,,,,1,,"IT5",1,,1,,,1,,,1,,,,,1,,,,,,,
"IT",1806,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"IT",1807,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"IT",1808,1,,,,,,1,1,,,,1,,,,1,,1,,,"IT2",1,,,1,,1,,,,"x",,,1,1,,,,,,,
"IT",1809,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT2",1,,,1,,1,,,,"x",,,,1,,,,,,,
"IT",1810,1,,,,,,1,1,,1,,,,,1,,,,1,,"IT8",1,,1,,,1,,,,"x",,,1,1,,,,,,,
"IT",1811,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT8",1,,,1,,1,,,,"x",,,,1,1,,,,,,
"IT",1812,1,,,,,,1,,1,,,1,,,1,,,,1,,"IT2",1,,1,,,,1,,,"x",,,,1,,,,,,,
"IT",1813,1,,,,,,1,1,,1,,,,,1,,,1,,,"IT2",1,,1,,,1,,,,1,,,,1,,,,,,,
"IT",1814,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT2",1,,1,,,1,,,,,1,,,1,,,,,,,
"IT",1815,,,1,,,,1,1,,,,1,,,,1,,1,,,"IT2",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1816,1,,,,,,1,1,,,,1,,,1,,,1,,,"IT2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1817,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT8",1,,1,,,1,,,,1,,,1,,,,,,,,
"IT",1818,1,,,,,,1,1,,1,,,,,1,,,,1,,"IT8",1,,1,,,,1,,,1,,,1,1,,,,,,,
"IT",1819,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT2",1,,1,,,1,,,,1,,,,1,,,,,,,
"IT",1820,1,,,,,,1,,1,,1,,,,1,,,1,,,"IT8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1821,,,1,,1,,,1,,1,,,,,1,,,,1,,"IT2",1,,1,,,1,,,,,1,,,1,,,,,,,
"IT",1822,1,,,,,,1,1,,1,,,,,,1,,1,,,"IT8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1823,1,,,,1,,,1,,1,,,,,,1,,,1,,"IT8",1,,,1,,1,,,,1,,,,1,,,,,,,
"IT",1824,,1,,,,,1,1,,1,,,,,1,,,,,1,"IT2",1,,1,,,1,,,,,1,,,,,,1,,,,
"IT",1825,1,,,,,,1,1,,1,,,,,,1,,1,,,"IT2",1,,1,,,1,,,,,1,,,,,,1,,,,
"IT",1826,1,,,,1,,,1,,1,,,,,,1,,1,,,"IT8",1,,1,,,1,,,,,1,,,,,,1,,,,
"IT",1827,1,,,,,,1,,1,,1,,,,1,,,,1,,"IT8",1,,1,,,,1,,,1,,,1,1,,,,,,,
"IT",1828,1,,,,,,1,,1,,1,,,,1,,1,,,,"IT8",1,,,1,,,1,,,1,,,1,1,,,,,,,
"IT",1829,1,,,,1,,,1,,1,,,,,1,,,1,,,"IT2",1,,1,,,1,,,,1,,,,,,,1,,,,
"IT",1830,1,,,,,,1,1,,1,,,,,,1,,,1,,"IT8",1,,1,,,1,,,,1,,,,1,,,,,,,
"IT",1831,,1,,,1,,,1,,1,,,,,1,,,1,,,"IT2",1,,1,,,1,,,,1,,,,,,,1,,,,
"IT",1832,1,,,,,,1,1,,,,1,,,1,,,,1,,"IT2",,1,1,,,1,,,,1,,,1,,,,,,,,
"IT",1833,,1,,,1,,,1,,1,,,,,1,,,1,,,"IT8",1,,,1,,1,,,,1,,,,1,,,,,,,
"IT",1834,,,1,,,,1,1,,1,,,,,,1,,,1,,"IT2",1,,1,,,1,,,,,1,,1,1,,,,,,,
"IT",1835,1,,,,,,1,1,,1,,,,,1,,,1,,,"IT2",1,,1,,,1,,,,,1,,1,,,,,,,,
"IT",1836,1,,,,1,,,1,,1,,,,,1,,,,1,,"IT2",1,,1,,,,1,,,,1,,1,,,,,,,,
"IT",1837,,1,,,1,,,1,,1,,,,,,1,,1,,,"IT2",1,,1,,,1,,,,,1,,1,1,,,,,,,
"IT",1838,1,,,,1,,,1,,,1,,,,,1,,1,,,"IT8",1,,,1,,1,,,,1,,,,,,,1,,,,
"IT",1839,1,,,,,,1,1,,1,,,,,1,,,,1,,"IT2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"IT",1840,1,,,,,,1,,1,,,1,,,1,,1,,,,"IT2",,1,,1,,1,,,,1,,,,1,,,,,,,
"IT",1841,,1,,,,,1,1,,1,,,,,1,,,1,,,"IT8",1,,1,,,1,,,,1,,,1,,,,,,,,
