"Carrefour","Réponses","Seul","2 personnes","3-5 personnes","6 personnes et plus","Vert","Clignotant","Rouge","Oui","Non","Trottoir","Chaussée","Terre-plein/refuge/2 temps","Piste cyclable","Ne s'applique pas","Homme","Femme","15-19 ans","20-34 ans","35-64 ans","65 ans et plus","Schéma","Oui","Non","Ligne droite","Diagonale","Autres (préciser)","Trottoir","Terre-plein","Autres",0,"1-5 personnes","Plus de 5 personnes","Plus de 20 personnes","Mouvement tête avant","Mouvement tête pendant","Course (accélaration)","Hésitation","Aucune attention","Dispositif visuel (journal…)","Dispositif auditif (tél, casque…)",,
"CF",198,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF8",1,,1,,,,,,1,,,,,1,,,,,,,
"CF",199,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF2",1,,,1,,,,1,1,,,,1,1,,,,,,,
"CF",200,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,,,,,1,,,
"CF",201,1,,,,,,1,,1,,1,,,,1,,,,1,,"CF2",,,1,,,1,,,1,,,,,1,,,,,,,
"CF",202,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF2",,,1,,,1,,,1,,,,,,,,,,,,
"CF",203,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,,2,,,1,,,,,,,,
"CF",204,1,,,,,1,,,1,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,,,,,1,1,1,1,,,,,
"CF",205,,1,,,,,1,,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,,2,,,,1,,,,,,,
"CF",206,1,,,,,,1,1,,1,,,,,1,,,,,1,"CF8",,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",207,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",208,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,,1,,1,,,1,,,,1,,,,,,,,
"CF",209,1,,,,,,1,1,,1,,,,,,1,1,,,,"CF8",1,,1,,,1,,,,2,,,,1,,,,,1,,
"CF",210,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,1,,,,,1,,,,,,,
"CF",211,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",212,,1,,,,1,,,1,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,,,,,1,,,,,1,,,
"CF",213,1,,,,,,1,,1,,1,,,,1,,,1,,,"CF2",1,,1,,,1,,,,1,,,1,1,1,,,1,1,,
"CF",214,1,,,,,,1,,1,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,,,,,1,1,,,,,,,
"CF",215,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",216,1,,,,,,1,,1,1,,,,,,,,,1,,"CF2",1,,1,,,1,,,1,,,,,1,,,1,,,,
"CF",217,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF2",1,,,1,,,,1,1,,,,1,1,,,,,,,
"CF",218,,1,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,2,,,1,,,,,,,,
"CF",219,1,,,,,1,,1,,1,,,,,,1,,,,1,"CF2",1,,1,,,1,,,1,,,,,,,,1,,,,
"CF",220,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,,,3,,1,1,,,,,,,
"CF",221,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF8",1,,,1,,1,,,,1,,,1,,,,,,,,
"CF",222,,1,,,,1,,1,,1,,,,,,1,,,1,,"CF8",,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",223,,1,,,,,1,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",224,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,,,2,,,,,,,,,,
"CF",225,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",226,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",227,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",228,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",229,,1,,,,,1,1,,1,,,,,1,,,,,1,"CF2",1,,1,,,1,,,,1,,,,,,,,,,,
"CF",230,1,,,,,,1,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",231,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,,,,,1,,,,,,,
"CF",232,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF2",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",233,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",234,1,,,,,,1,1,,1,,,,,1,,,,,1,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",235,1,,,,,,1,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",236,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",237,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,,1,,,,,,,1,,,,
"CF",238,1,,,,1,,,1,,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,,1,,,,,,,1,,,,
"CF",239,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",240,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,,1,,,,1,,,,,,,
"CF",241,1,,,,,,1,,1,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",242,1,,,,,,1,1,1,,1,,,,,1,,1,,,"CF2",1,,,,,1,,,,3,,,1,1,,,,,,,
"CF",243,1,,,,1,,,1,1,1,,,,,1,,,,1,,"CF2",1,,,1,,1,,,,1,,,,,,,,,1,,
"CF",244,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",245,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",246,1,,,,,,1,1,,,1,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",247,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",248,1,,,,,,1,,1,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,,1,1,,,,,,
"CF",249,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,1,,,,,,1,,
"CF",250,1,,,,,,1,1,,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,,,2,,1,,,,,,,,
"CF",251,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",252,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",253,,1,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",254,1,,,,,,1,,1,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",255,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,,,,,1,,,,
"CF",256,,1,,,,,1,,1,,1,,,,1,,,1,,,"CF8",1,,,1,,1,,,,1,,,1,,,,,,,,
"CF",257,1,,,,,,1,,1,,,,1,,,1,,,1,,"CF2",1,,,1,,1,,,,,3,,1,,,,,,,,
"CF",258,1,,,,,,1,,1,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",259,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF8",1,,,1,,1,,,1,,,,1,1,,,,,1,,
"CF",260,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",261,1,,,,,,1,,1,,1,,1,,,1,,1,,,"CF2",1,,,1,,1,,,,1,,,1,1,,,,,,,
"CF",262,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",263,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF2",1,,,1,,1,,,1,,,,1,,,,,,,,
"CF",264,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",265,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,,,,,1,,,,
"CF",266,1,,,,,,1,,,,1,,,,,1,1,,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",267,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,,,,,,,1,,
"CF",268,,1,,,,,1,1,,1,,,,,,1,1,,,,"CF2",1,,1,,,1,,,1,,,,,,,,,,1,,
"CF",269,1,,,,,,1,,1,,1,,,,,1,1,,,,"CF2",1,,1,,,1,,,,1,,,1,,,,,1,1,,
"CF",270,,1,,,,,1,1,,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",271,1,,,,,,1,,1,,1,,,,1,,,,1,,"CF8",1,,,1,,1,,,1,,,,,,,,1,1,,,
"CF",272,1,,,,,,1,,1,,1,,,,,1,,,,1,"CF8",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",273,,,1,,1,,,1,,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",274,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF2",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",275,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",276,1,,,,1,,,1,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,,,,,1,,,,
"CF",277,1,,,,,,1,,1,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",278,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",279,,1,,,1,,,1,,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",280,1,,,,1,,,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",281,,1,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,,3,,,1,1,,,,1,,,
"CF",282,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,,1,,1,,,,1,,,,,,,1,1,1,,
"CF",283,1,,,,,,1,1,,,1,,,,,1,,,,1,"CF8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",284,1,,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",285,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF2",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",286,1,,,,1,,,1,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",287,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",288,1,,,,,,1,,1,1,,,,,1,,,1,,,"CF8",1,,,1,,1,,,,1,,,1,1,,,,,,,
"CF",289,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,,,,,,,,,
"CF",290,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",291,,1,,,,,1,1,,1,,,,,,1,,1,,,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",292,,1,,,,,1,1,,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",293,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",294,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF2",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",295,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",296,1,,,,,,1,1,,,1,,,,,1,1,,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",297,1,,,,,,1,,1,1,,,,,,1,,,,1,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",298,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,2,,,1,,1,,,,,,
"CF",299,1,,,,,,1,,1,1,,,,,1,,,,,1,"CF2",1,,1,,,1,,,1,,,,1,,1,,,,,,
"CF",300,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,1,,,,,
"CF",301,,1,,,,,1,,1,,1,,,,1,,1,,,,"CF2",1,,1,,,1,,,1,,,,1,,,,1,1,1,,
"CF",302,1,,,,,,1,,1,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,1,,
"CF",303,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",304,1,,,,,,1,,1,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",305,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,,,2,,1,,,,,,,,
"CF",306,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",307,1,,,,1,,,1,,,1,,,,,1,,,,1,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",308,1,,,,,,1,,1,,1,,,,,1,,,,1,"CF2",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",309,,1,,,,,1,1,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",310,1,,,,,,1,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",311,1,,,,,,1,,1,,,,,,1,,,,,1,"CF2",1,,1,,,1,,,1,,,,,,,,1,,,,
"CF",312,1,,,,,,1,,1,,,,,,,1,,1,,,"CF8",1,,1,,,1,,,1,,,,,,,1,,,,,
"CF",313,1,,,,1,,,1,,,,,,,1,,,,,1,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",314,1,,,,,,1,,1,,,,,,,1,,1,,,"CF8",1,,1,,,1,,,1,,,,,,1,,,,,,
"CF",315,1,,,,,,1,,1,,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",316,,1,,,,,1,1,,,,,,,,1,,1,,,"CF2",1,,1,,,1,,,,,3,,1,1,,,,,,,
"CF",317,,1,,,1,,,1,,,,,,,,1,,,1,,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",318,1,,,,,,1,1,,,,,,,1,,,,1,,"CF8",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",319,1,,,,,,1,1,,,,,,,,1,,,,1,"CF2",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",320,1,,,,,,1,1,,,,,,,1,,,,,1,"CF8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",321,,1,,,,,1,,1,,1,,,,1,,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",322,,,1,,,,1,,1,,1,,,,,1,,1,,,"CF8",1,,,1,,1,,,,2,,,1,1,,,,,,,
"CF",323,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",324,1,,,,,,1,1,,,1,,,,,1,1,,,,"CF2",1,,1,,,1,,,1,,,,,,,,1,1,1,,
"CF",325,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",326,1,,,,,,1,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,,,3,,1,1,,,,,,,
"CF",327,1,,,,,,1,1,,,1,,,,1,,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",328,1,,,,,,1,1,,,1,,,,1,,,1,,,"CF8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",329,,1,,,,,1,,1,1,,,,,,1,1,,,,"CF8",1,,1,,,1,,,1,,,,1,,1,,,,,,
"CF",330,1,,,,,,1,1,,,1,,,,1,,,1,,,"CF8",1,,1,,,1,,,1,,,,1,,,,,1,1,,
"CF",331,1,,,,1,,,1,,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",332,1,,,,1,,,1,,,1,,,,1,,,,,1,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",333,1,,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,1,,
"CF",334,1,,,,,,1,1,,,1,,,,1,,,,1,,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",335,1,,,,1,,,1,,1,,,,,1,,,,1,,"CF2",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",336,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,1,,,1,,,1,,,,,,,1,,,,,
"CF",337,,1,,,,,1,1,,,1,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",338,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF2",1,,,1,,,,1,1,,,,1,1,,,,,,,
"CF",339,1,,,,,,1,,1,,1,,,,1,,,,1,,"CF2",1,,,1,,,,1,1,,,,,,,,1,,,,
"CF",340,1,,,,,,1,,1,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",341,,,1,,,,1,1,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",342,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",343,1,,,,,,1,,1,,1,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",344,1,,,,,,1,,1,,1,,,,,1,,1,,,"CF8",1,,,1,,1,,,1,,,,1,,,,,,,,
"CF",345,,1,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",346,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",347,1,,,,1,,,1,,1,,,,,1,,,1,,,"CF8",1,,1,,,1,,,1,,,,,,,1,,,,,
"CF",348,,1,,,,,1,1,,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",349,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,3,,,,,1,,,,,,
"CF",350,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",351,1,,,,,,1,1,,,1,,,,1,,,,1,,"CF2",1,,,1,,1,,,,3,,,1,1,,,,,,,
"CF",352,,1,,,1,,,1,,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",353,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF8",1,,1,,,1,,,1,,,,1,,,,1,,,,
"CF",354,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF2",1,,,1,,1,,,1,,,,,1,,,,,,,
"CF",355,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",356,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",357,1,,,,,,1,,1,,1,,,,,1,,,,1,"CF2",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",358,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",359,1,,,,,,1,1,,,1,,,,,1,,1,,,"CF2",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",360,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",361,1,,,,1,,,1,,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"CF",362,1,,,,,,1,,1,1,,,,,,1,,,1,,"CF2",1,,,1,,1,,,1,,,,1,,,,,,,,
"CF",363,,,1,,,,1,,1,1,,,,,1,,,,1,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",364,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",365,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",366,1,,,,,,1,1,,1,,,,,1,,,,,1,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",367,1,,,,1,,,1,,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,,,,1,,,,,
"CF",368,1,,,,1,,,1,,1,,,,,,1,,1,,,"CF2",1,,1,,,1,,,1,,,,,,,1,,,1,,
"CF",369,,1,,,,,1,,,,1,,,,,1,,1,,,"CF8",1,,,1,,1,,,,2,,,1,,,,,,,,
"CF",370,1,,,,,,1,,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,,3,,,1,1,1,,1,1,,,
"CF",371,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF2",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",372,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF2",1,,1,,,1,,,,3,,,1,1,,,,,,,
"CF",373,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF2",1,,,1,,1,,,1,,,,1,,1,1,,,,,
"CF",374,1,,,,,,1,1,,1,,,,,1,,,1,,,"CF2",1,,1,,,1,,,1,,,,1,,,,,,,,
"CF",375,1,,,,,,1,1,,,1,,,,,1,,,,1,"CF8",1,,,1,,1,,,1,,,,1,1,,,,,,,
"CF",376,1,,,,,,1,,1,,1,,,,,1,,1,,,"CF8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",377,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF8",1,,1,,,1,,,,3,,,1,,,,,,,,
"CF",378,,1,,,,,1,1,,,1,,,,1,,,,,1,"CF2",1,,,1,,1,,,,1,,,1,,,,,,,,
"CF",379,1,,,,,,1,1,,,1,,,,1,,,,,1,"CF2",1,,1,,,1,,,,2,,,1,1,,,,,,,
"CF",380,1,,,,,,1,,1,,1,,,,1,,,,,1,"CF8",1,,1,,,1,,,,,1,,1,1,,,,,,,
"CF",381,1,,,,1,,,1,,1,,,,,,1,,,,1,"CF3",1,,1,,,1,,,,1,,,,1,,,1,,,,
"CF",382,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF3",1,,1,,,1,,,,1,,,,1,,,,,,,
"CF",383,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF3",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",384,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF3",,1,1,,,1,,,,1,,,,,,,1,,,,
"CF",385,1,,,,,,1,,1,1,,,,,1,,,,1,,"CF3",,1,,1,,1,,,,1,,,,1,1,,,,,,
"CF",386,1,,,,1,,,1,,1,,,,,1,,,,1,,"CF7",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",387,1,,,,,,1,1,,1,,,,,,1,,1,,,"CF7",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",388,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF7",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",389,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF7",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",390,1,,,,,,1,1,,1,,,,,1,,,,1,,"CF7",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",391,1,,,,1,,,1,,1,,,,,1,,,1,,,"CF7",,1,,1,,1,,,,1,,,,1,,,,,,,
"CF",392,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF7",1,,1,,,1,,,,1,,,,1,1,,,,,,
"CF",393,1,,,,,,1,,1,1,,,,,,1,,,,1,"CF3",1,,1,,,1,,,,1,,,,,,,1,,,,
"CF",394,,1,,,1,,,1,,1,,,,,,1,,,1,,"CF7",1,,1,,,1,,,,1,,,,1,,,,,,,
"CF",395,1,,,,1,,,1,,1,,,,,,1,,,1,,"CF7",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",396,1,,,,,,1,1,,,1,,,,1,,,1,,,"CF3",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",397,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF3",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",398,1,,,,,,1,1,,,1,,,,,1,,,1,,"CF3",1,,1,,,1,,,,1,,,1,,1,,,,,,
"CF",399,1,,,,,,1,1,,1,,,,,1,,,1,,,"CF3",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",400,1,,,,,,1,,1,,1,,,,,1,,,,1,"CF3",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",401,1,,,,,,1,,1,,1,,,,1,,,1,,,"CF3",1,,1,,,1,,,,1,,,1,1,1,,,,,,
"CF",402,1,,,,,,1,,1,,1,,,,1,,,,1,,"CF3",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",403,1,,,,,,1,,1,1,,,,,,1,,,1,,"CF7",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",404,1,,,,1,,,1,,1,,,,,,1,,1,,,"CF7",1,,,1,,1,,,,1,,,,1,1,,,,,,
"CF",405,1,,,,,,1,1,,1,,,,,,1,,,,1,"CF3",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",406,1,,,,,,1,,1,1,,,,,1,,,1,,,"CF3",1,,1,,,1,,,,,1,,1,1,,,,,,,
"CF",407,1,,,,,,1,,1,,1,,,,,1,,,1,,"CF3",1,,1,,,1,,,,,1,,1,1,,,,,,,
"CF",408,1,,,,1,,,1,,1,,,,,,1,,1,,,"CF7",1,,1,,,1,,,,1,,,,,,,1,,,,
"CF",409,1,,,,,,1,1,,,1,,,,1,,,,1,,"CF7",1,,1,,,1,,,,1,,,1,1,,,,,,,
"CF",410,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF3",,1,,1,,1,,,,1,,,,1,1,,,,,,
"CF",411,1,,,,,,1,1,,1,,,,,,1,,,1,,"CF3",1,,1,,,1,,,,1,,,1,,,,,,,,
"CF",412,1,,,,,,1,,1,1,,,,,,1,,1,,,"CF7",1,,1,,,1,,,,1,,,1,1,,,,,,,
